Date,Price,Open,High,Low,Vol.,Change %
11/28/2022,47,46,47,44.3,58.86K,2.17%
11/29/2022,46.5,47.1,47.9,45.1,23.88K,-1.06%
11/30/2022,47.7,47.5,48,45.1,71.20K,2.58%
12/1/2022,48.1,45.1,49,45.1,25.16K,0.84%
12/2/2022,47,47,48.5,46.1,18.80K,-2.29%
12/5/2022,48,47,49.8,47,45.87K,2.13%
12/6/2022,47.9,48,48.4,47.1,61.24K,-0.21%
12/8/2022,47.5,47.9,48.5,47,608.17K,-0.84%
12/9/2022,47,47,47.5,45,87.76K,-1.05%
12/12/2022,45.4,47.5,48.5,45.4,115.88K,-3.40%
12/13/2022,46,46,47,45,73.77K,1.32%
12/14/2022,46.3,45.1,46.8,45.1,7.07K,0.65%
12/15/2022,46,45.1,46,45.1,29.11K,-0.65%
12/16/2022,45.5,45.8,46,45.5,10.43K,-1.09%
12/19/2022,46.2,46,46.8,45.2,287.01K,1.54%
12/20/2022,45.5,45.5,46.8,45,56.00K,-1.52%
12/21/2022,46,45,46.8,44.6,39.51K,1.10%
12/22/2022,46,46.7,46.7,45,114.12K,0.00%
12/23/2022,45.9,45.1,46,44.5,26.17K,-0.22%
12/27/2022,45.5,46,46.8,45.5,44.89K,-0.87%
12/28/2022,44,46.7,47.9,43,20.78K,-3.30%
12/29/2022,45,44.5,46.8,44,16.81K,2.27%
12/30/2022,46.4,46.7,46.7,45,25.52K,3.11%
1/2/2023,46,46.7,46.7,46,25.76K,-0.86%
1/3/2023,45,45.8,45.8,45,5.06K,-2.17%
1/4/2023,45.2,45,45.2,44,11.31K,0.44%
1/5/2023,45.3,45,45.5,45,3.37K,0.22%
1/9/2023,45.2,46,46.6,44.9,72.24K,-0.22%
1/10/2023,44.4,45.8,45.8,44,532.00K,-1.77%
1/11/2023,44.5,44,44.9,44,74.10K,0.23%
1/12/2023,43.9,44.6,44.6,43.7,114.72K,-1.35%
1/13/2023,43.7,43.5,44.5,43.4,83.63K,-0.46%
1/17/2023,44.2,43.7,44.9,43.7,54.07K,1.14%
1/18/2023,44,45,45,44,78.66K,-0.45%
1/19/2023,45,44.5,46,43.8,301.64K,2.27%
1/20/2023,44.7,45.9,46,44.3,206.43K,-0.67%
1/23/2023,47.5,44.7,47.8,44.7,352.40K,6.26%
1/24/2023,45.5,47.6,47.6,45,83.92K,-4.21%
1/25/2023,47,45.5,47,45.3,215.81K,3.30%
1/26/2023,47,47,47.5,46.5,65.89K,0.00%
1/27/2023,46.9,47,47,44.5,12.43K,-0.21%
1/30/2023,44.7,44.5,45,43.7,163.74K,-4.69%
1/31/2023,44.9,46,46,43.6,30.80K,0.45%
2/1/2023,45,44.9,45.5,43.1,1.03M,0.22%
2/2/2023,43.8,45.7,45.7,43.8,12.25K,-2.67%
2/3/2023,44.9,44,44.9,44,11.39K,2.51%
2/6/2023,43.9,44,45,43.9,21.40K,-2.23%
2/7/2023,43.7,44,45,43.5,69.70K,-0.46%
2/8/2023,43.5,43.7,44.8,43.5,42.14K,-0.46%
2/9/2023,44.5,43.5,44.5,43.5,20.21K,2.30%
2/10/2023,43.6,43.5,45,43.5,16.93K,-2.02%
2/13/2023,43,43.5,43.9,42.7,20.38K,-1.38%
2/14/2023,41,43,43,40,25.75K,-4.65%
2/15/2023,41.3,41,42.5,41,25.02K,0.73%
2/16/2023,42.5,43,43,41.2,7.09K,2.91%
2/17/2023,41.2,42.7,42.7,41.2,24.35K,-3.06%
2/20/2023,42,42.6,43,41,67.77K,1.94%
2/21/2023,42,42,42,41.9,69.22K,0.00%
2/22/2023,42.5,42.9,43.9,42.1,25.39K,1.19%
2/23/2023,43.9,42.9,44.4,42.1,119.13K,3.29%
2/24/2023,44.5,44.4,44.8,43.6,19.61K,1.37%
2/27/2023,43.6,44.8,44.8,43,113.56K,-2.02%
2/28/2023,43,43.6,43.6,43,64.46K,-1.38%
3/1/2023,43.3,43.6,43.6,43.1,131.49K,0.70%
3/2/2023,43.3,44,44,43.3,73.32K,0.00%
3/3/2023,43.5,44.5,44.5,43,81.62K,0.46%
3/7/2023,45,44,46,44,128.47K,3.45%
3/8/2023,45.5,45.2,47,45,296.42K,1.11%
3/9/2023,53.3,51,53.5,50.9,2.02M,17.14%
3/10/2023,53.3,54,54.5,52.7,546.84K,0.00%
3/13/2023,53.7,53.5,54,53.2,226.82K,0.75%
3/14/2023,54.4,54,54.8,53.6,336.15K,1.30%
3/15/2023,54.4,54.6,54.9,54.2,529.35K,0.00%
3/16/2023,54.1,54.5,54.5,53.9,947.44K,-0.55%
3/17/2023,47.8,52,52,46.8,824.83K,-11.65%
3/20/2023,46.2,47.2,47.2,46.1,117.61K,-3.35%
3/21/2023,45.2,47,47,44.9,132.90K,-2.16%
3/22/2023,44.7,45.2,46.4,44.7,53.70K,-1.11%
3/23/2023,44,46.1,46.1,43.5,67.27K,-1.57%
3/24/2023,44.1,43.6,45.5,43.6,72.23K,0.23%
3/27/2023,43.8,45.3,45.4,43.8,64.12K,-0.68%
3/28/2023,43.9,44,45,43,73.87K,0.23%
3/29/2023,43.8,44.3,44.6,43.6,62.26K,-0.23%
3/30/2023,43.5,44.8,44.8,43,32.67K,-0.68%
3/31/2023,43.5,43.6,44,42.7,34.04K,0.00%
4/3/2023,43.9,43.5,43.9,43,41.40K,0.92%
4/4/2023,44.2,44,44.4,43.2,50.18K,0.68%
4/6/2023,44.7,44.3,44.7,44.1,32.92K,1.13%
4/10/2023,47,45,47.7,44,34.20K,5.15%
4/11/2023,47,47.5,47.9,46.3,164.71K,0.00%
4/12/2023,47,47.8,47.8,46.5,14.64K,0.00%
4/17/2023,46.7,47.5,47.5,45.8,27.01K,-0.64%
4/18/2023,46.2,47,47,46.1,33.57K,-1.07%
4/19/2023,45.1,46.4,46.4,44.9,37.75K,-2.38%
4/20/2023,44.6,44.9,46,44.5,37.59K,-1.11%
4/21/2023,45,45,45.1,44,55.06K,0.90%
4/24/2023,44.8,45,47,44,24.47K,-0.44%
4/25/2023,43.8,45.9,45.9,43.8,110.05K,-2.23%
4/26/2023,43.8,43.8,45.8,43.8,102.70K,0.00%
4/27/2023,43.8,43.7,43.9,42.5,68.84K,0.00%
4/28/2023,43.2,44.3,44.3,42.5,19.31K,-1.37%
5/2/2023,41.9,44,44,41.9,117.25K,-3.01%
5/3/2023,42.5,42.5,42.8,42,66.15K,1.43%
5/4/2023,42.2,42.5,42.5,42.1,23.71K,-0.71%
5/8/2023,42.5,42.5,42.5,42.1,138.95K,0.71%
5/9/2023,42.1,42.5,42.5,42,82.70K,-0.94%
5/10/2023,42.2,42.1,42.5,41.9,48.17K,0.24%
5/11/2023,42,42.1,42.6,42,50.18K,-0.47%
5/12/2023,41.9,42,42.1,41,95.65K,-0.24%
5/15/2023,42,41.9,42,41.5,1.48K,0.24%
5/16/2023,41.3,41.5,41.8,41,26.83K,-1.67%
5/17/2023,42.2,42.2,42.3,41.2,76.18K,2.18%
5/18/2023,42.4,42.7,42.7,41.4,8.85K,0.47%
5/19/2023,42.1,42.5,42.5,42.1,43.88K,-0.71%
5/22/2023,41.2,42.1,42.1,40.9,64.74K,-2.14%
5/23/2023,41,42,42,41,27.63K,-0.49%
5/24/2023,42,41.8,42.2,41,26.87K,2.44%
5/25/2023,40.1,41.8,42,40,124.11K,-4.52%
5/26/2023,39.9,40.5,40.5,39.5,57.36K,-0.50%
5/29/2023,39.7,40,40,39.2,90.22K,-0.50%
5/30/2023,39.5,40,40,39.4,48.81K,-0.50%
5/31/2023,39.5,40,40,39.5,199.22K,0.00%
6/1/2023,41.5,40,42,40,65.82K,5.06%
6/2/2023,41.8,42,42,40.5,11.64K,0.72%
6/5/2023,41.7,42,42,41.6,7.52K,-0.24%
6/6/2023,41.4,41.9,42,41.4,12.47K,-0.72%
6/7/2023,41.9,41.5,41.9,41,15.19K,1.21%
6/8/2023,41.6,42,42,41,12.55K,-0.72%
6/9/2023,41.5,41.6,41.9,41.1,5.32K,-0.24%
6/12/2023,43,41.5,43.4,41.5,33.08K,3.61%
6/13/2023,43.2,43.5,43.7,42,20.49K,0.47%
6/14/2023,43.3,43.4,43.5,42.7,47.77K,0.23%
6/15/2023,43.8,43.5,44,43,35.21K,1.15%
6/16/2023,43.6,43.6,43.9,42.9,21.86K,-0.46%
6/19/2023,43.4,43.2,43.7,42.1,13.84K,-0.46%
6/20/2023,43,42.1,43,42.1,2.31K,-0.92%
6/21/2023,43.7,43.6,43.7,43,16.39K,1.63%
6/22/2023,45.1,43.5,45.7,43.5,133.20K,3.20%
6/23/2023,46.6,44.9,47,44.9,162.35K,3.33%
6/26/2023,47.8,46.5,48.1,44.6,189.56K,2.58%
6/27/2023,47,47,47.7,46,29.04K,-1.67%
6/28/2023,47.5,47.1,47.8,47,98.37K,1.06%
7/4/2023,50.2,47.6,50.5,46.8,270.35K,5.68%
7/5/2023,49.6,50.1,51.4,49.5,202.38K,-1.20%
7/6/2023,51.8,50.9,51.8,49.1,461.93K,4.44%
7/7/2023,52,51.9,52.5,51.2,407.10K,0.39%
7/10/2023,52.1,52.2,52.7,51.5,141.41K,0.19%
7/11/2023,52,52.2,52.3,50.2,99.26K,-0.19%
7/12/2023,52,51.8,52,50.5,280.03K,0.00%
7/13/2023,51.4,52,52,50.4,117.95K,-1.15%
7/14/2023,50.5,50.5,51.4,49.7,150.46K,-1.75%
7/17/2023,49.9,50.5,50.5,49.9,115.51K,-1.19%
7/18/2023,50,49.5,50,49,154.90K,0.20%
7/19/2023,48.5,49.5,50.5,48.5,202.54K,-3.00%
7/20/2023,49.4,49.5,50.4,49,207.97K,1.86%
7/21/2023,49.6,49.5,51,49.4,26.80K,0.40%
7/24/2023,49.2,50,50.4,49.2,104.01K,-0.81%
7/25/2023,48.7,49.2,49.2,47.5,93.88K,-1.02%
7/26/2023,47.9,47.5,48.9,47,107.42K,-1.64%
7/27/2023,49.5,48,49.5,48,95.20K,3.34%
7/28/2023,49.1,49.5,49.8,49,46.27K,-0.81%
7/31/2023,49.1,49.1,49.9,49,42.42K,0.00%
8/2/2023,48.6,49.8,49.8,48.6,74.88K,-1.02%
8/3/2023,48,48.6,49.2,47.7,74.64K,-1.23%
8/4/2023,46.4,48,48,45,294.04K,-3.33%
8/7/2023,46.4,46.5,46.9,45.9,176.47K,0.00%
8/8/2023,46,46.1,46.1,45.6,72.11K,-0.86%
8/9/2023,46.1,45.8,46.9,45.3,121.28K,0.22%
8/10/2023,46.5,46.3,47.9,45.5,339.15K,0.87%
8/11/2023,45.9,46.5,46.5,45.9,17.46K,-1.29%
8/14/2023,45.8,46.5,46.5,45.3,32.33K,-0.22%
8/15/2023,45.4,46.4,46.4,45.4,44.49K,-0.87%
8/16/2023,45,46.5,46.5,45,88.34K,-0.88%
8/17/2023,45,45,45,44,56.28K,0.00%
8/18/2023,44.5,45,45.4,43,79.29K,-1.11%
8/21/2023,44,44.5,44.8,43.7,30.56K,-1.12%
8/22/2023,44.5,43.8,44.9,43.5,84.91K,1.14%
8/23/2023,45.7,44.9,45.7,44,159.08K,2.70%
8/24/2023,46,44.1,46.2,44.1,97.29K,0.66%
8/25/2023,46,45,46.9,45,63.85K,0.00%
8/28/2023,47.4,46.6,47.9,46,112.86K,3.04%
8/29/2023,45.5,47,47,45.5,82.25K,-4.01%
8/31/2023,46,45.5,46.5,45,65.70K,1.10%
9/1/2023,46.5,46,46.5,45.4,41.08K,1.09%
9/4/2023,47.6,46.5,47.6,46,107.11K,2.37%
9/5/2023,47.5,46.9,47.5,46.9,10.69K,-0.21%
9/6/2023,47,47.5,47.5,46.1,38.06K,-1.05%
9/7/2023,47.3,47.1,47.3,46.5,1.89K,0.64%
9/8/2023,47.9,47.1,48.8,46.5,88.93K,1.27%
9/11/2023,49.2,48.5,49.5,47.9,58.07K,2.71%
9/12/2023,48.2,49,49,47,29.12K,-2.03%
9/13/2023,47.9,48,48.3,47.9,17.11K,-0.62%
9/14/2023,48.5,48.2,48.9,47.5,67.70K,1.25%
9/15/2023,48.3,48.7,48.9,48,8.32K,-0.41%
9/18/2023,48.5,47.6,48.9,47.5,9.32K,0.41%
9/19/2023,48.2,48.5,48.5,47.5,16.79K,-0.62%
9/20/2023,48.4,48.4,48.5,48,13.95K,0.41%
9/21/2023,48,48.4,48.5,48,68.72K,-0.83%
9/22/2023,48.1,48,48.5,48,25.96K,0.21%
9/25/2023,47.5,48,48.4,47.5,39.70K,-1.25%
9/26/2023,46.9,48,48,45.1,49.09K,-1.26%
9/27/2023,46.7,48,48,46.5,21.93K,-0.43%
10/2/2023,47.1,47.1,48,46.1,17.90K,0.86%
10/3/2023,46,47.9,47.9,46,30.27K,-2.34%
10/4/2023,47.1,46.1,47.7,46,10.75K,2.39%
10/5/2023,47.1,47.8,47.8,46.6,1.22K,0.00%
10/6/2023,46.5,47.5,48,46.5,154.78K,-1.27%
10/9/2023,46,47,47,45.1,96.37K,-1.08%
10/10/2023,46.5,46.8,46.8,45.2,11.17K,1.09%
10/11/2023,45,45.2,46.7,45,134.12K,-3.23%
10/12/2023,44.9,44.8,45.6,44.8,16.79K,-0.22%
10/13/2023,44.9,45,45,44.9,8.01K,0.00%
10/16/2023,45,44.8,45,44.5,42.11K,0.22%
10/17/2023,44.8,44.9,45,44.6,5.70K,-0.44%
10/18/2023,44,44.5,45,44,11.27K,-1.79%
10/19/2023,44.1,44.5,44.5,43.7,10.28K,0.23%
10/20/2023,45,43.8,45,43.8,16.30K,2.04%
10/23/2023,44.5,44.6,44.9,44.4,23.27K,-1.11%
10/24/2023,41.9,44.5,44.5,41.9,78.64K,-5.84%
10/25/2023,42,43,43,42,25.37K,0.24%
10/26/2023,41.9,42.5,42.5,41.6,10.62K,-0.24%
10/27/2023,42.1,42,42.9,42,29.29K,0.48%
10/30/2023,43.3,42.1,43.9,42.1,11.82K,2.85%
10/31/2023,43.4,43.9,43.9,42.6,8.80K,0.23%
11/1/2023,43,42.9,43,42.4,11.54K,-0.92%
11/2/2023,43,43,43.9,42.6,23.85K,0.00%
11/3/2023,43,43.9,43.9,42.5,35.55K,0.00%
11/6/2023,44.2,44.5,44.9,44.1,46.30K,2.79%
11/7/2023,45.4,44.7,46,44.2,76.22K,2.71%
11/8/2023,45,45,45.5,45,5.52K,-0.88%
11/9/2023,45.5,44.9,45.7,44.7,4.93K,1.11%
11/10/2023,44.6,45.9,45.9,44.5,7.11K,-1.98%
11/13/2023,45,45.9,45.9,45,8.97K,0.90%
11/14/2023,44.8,44.9,45.5,44.8,21.99K,-0.44%
11/15/2023,46,44.8,46,44.8,8.84K,2.68%
11/16/2023,44.5,45.7,45.7,44.5,3.15K,-3.26%
11/17/2023,44,45,45,44,11.72K,-1.12%
11/20/2023,44,44.2,44.5,43.9,21.63K,0.00%
11/21/2023,43,44.3,44.3,42.9,45.58K,-2.27%
11/22/2023,43.5,43.2,43.6,43.2,12.63K,1.16%
11/23/2023,43,43.5,43.5,43,8.75K,-1.15%
11/24/2023,43.4,43.2,43.4,42.6,5.63K,0.93%
11/27/2023,42.9,43.1,43.1,42.6,14.88K,-1.15%
11/28/2023,43.1,42.7,43.1,42.7,14.27K,0.47%
11/29/2023,43,43.3,43.5,42.4,23.85K,-0.23%
11/30/2023,42.9,43,44.9,42.9,15.10K,-0.23%
12/1/2023,44.8,44.5,44.8,43,23.91K,4.43%
12/4/2023,44.2,44.8,45,44.1,11.47K,-1.34%
12/5/2023,43.7,44.2,44.2,43.6,9.52K,-1.13%
12/6/2023,44.2,43.7,44.5,43.7,6.29K,1.14%
12/7/2023,44.2,44.2,44.8,44.1,2.12K,0.00%
12/8/2023,44.7,44.2,44.9,44.2,2.94K,1.13%
12/11/2023,44.3,44.8,44.8,44.2,4.72K,-0.89%
12/12/2023,44,44.5,44.9,43.6,66.99K,-0.68%
12/13/2023,44,44.8,44.8,43.2,15.93K,0.00%
12/14/2023,44.2,44.5,44.5,44.2,0.97K,0.45%
12/15/2023,43.1,44.2,44.2,43.1,5.27K,-2.49%
12/18/2023,42.5,43.1,43.1,42.5,46.69K,-1.39%
12/19/2023,42,42.5,42.8,42,29.92K,-1.18%
12/20/2023,42.5,42.3,42.6,42.2,43.64K,1.19%
12/21/2023,41.9,42.5,43,41.7,32.80K,-1.41%
12/22/2023,42.4,42.5,43.8,42.4,15.30K,1.19%
12/27/2023,43.3,42.4,43.4,42.1,3.23K,2.12%
12/28/2023,42.7,42.7,42.8,42.7,2.98K,-1.39%
12/29/2023,43.1,43,43.2,42,33.87K,0.94%
1/2/2024,43.2,43,43.3,42.9,2.76K,0.23%
1/3/2024,43,43.2,43.2,43,2.77K,-0.46%
1/4/2024,44.5,43,46.9,42.9,9.72K,3.49%
1/5/2024,44.5,43.5,44.5,43.3,17.75K,0.00%
1/8/2024,44.3,44,44.5,43.2,27.00K,-0.45%
1/9/2024,44,44,44,43.6,2.75K,-0.68%
1/10/2024,44,43.6,44,43.5,11.26K,0.00%
1/11/2024,43.5,43.6,43.6,43.5,2.70K,-1.14%
1/12/2024,43.5,43.5,43.5,43.3,19.29K,0.00%
1/16/2024,43.3,43.6,44,43.3,0.78K,-0.46%
1/17/2024,42.9,43.3,44,42.9,10.34K,-0.92%
1/18/2024,42.6,43,43,42.6,1.36K,-0.70%
1/19/2024,43,43.5,43.5,43,4.93K,0.94%
1/22/2024,42.7,43,43.4,42.7,3.47K,-0.70%
1/23/2024,42.4,42.9,42.9,42.4,45.39K,-0.70%
1/24/2024,42.1,43,43.2,42,14.35K,-0.71%
1/26/2024,44,43,44.5,43,219.20K,4.51%
1/29/2024,44.9,44.4,45.3,44.4,41.43K,2.05%
1/30/2024,44.5,45,45,44.3,13.71K,-0.89%
1/31/2024,44.6,44.5,44.9,44.4,22.05K,0.22%
2/1/2024,44.8,44.9,44.9,44.2,9.57K,0.45%
2/2/2024,44.8,44.8,44.8,44.6,8.39K,0.00%
2/6/2024,45.7,44.8,45.9,44.8,60.66K,2.01%
2/7/2024,46.2,45.5,46.8,45.5,140.74K,1.09%
2/8/2024,46.3,46.3,46.8,46.3,10.90K,0.22%
2/9/2024,46,46.6,46.6,45.6,12.36K,-0.65%
2/12/2024,46,46.3,46.6,46,39.94K,0.00%
2/13/2024,46.7,46.3,46.8,46,57.28K,1.52%
2/14/2024,47,46.5,47.4,46,367.36K,0.64%
2/15/2024,47,47,47.4,45.1,146.40K,0.00%
2/16/2024,47.5,46.6,47.6,46.6,129.95K,1.06%
